year,disease_type,data_type,name,forecast,rate,lb,ub
2000,IBD,Incidence,Newfoundland and Labrador,0,40.90000153,35.40000153,46.40000153
2001,IBD,Incidence,Newfoundland and Labrador,0,37.59999847,32.29999924,42.79999924
2002,IBD,Incidence,Newfoundland and Labrador,0,29.20000076,24.60000038,33.90000153
2003,IBD,Incidence,Newfoundland and Labrador,0,34.5,29.5,39.59999847
2004,IBD,Incidence,Newfoundland and Labrador,0,41.09999847,35.59999847,46.70000076
2005,IBD,Incidence,Newfoundland and Labrador,0,39.79999924,34.29999924,45.29999924
2006,IBD,Incidence,Newfoundland and Labrador,0,42.29999924,36.70000076,47.90000153
2007,IBD,Incidence,Newfoundland and Labrador,0,41.59999847,36,47.20000076
2008,IBD,Incidence,Newfoundland and Labrador,0,42.40000153,36.79999924,48.09999847
2009,IBD,Incidence,Newfoundland and Labrador,0,42.70000076,37.09999847,48.40000153
2010,IBD,Incidence,Newfoundland and Labrador,0,41.90000153,36.40000153,47.5
2011,IBD,Incidence,Newfoundland and Labrador,0,44.70000076,39,50.40000153
2012,IBD,Incidence,Newfoundland and Labrador,0,44.20000076,38.5,49.90000153
2013,IBD,Incidence,Newfoundland and Labrador,0,47.59999847,41.70000076,53.40000153
2014,IBD,Incidence,Newfoundland and Labrador,0,44.70000076,39,50.40000153
2015,IBD,Incidence,Newfoundland and Labrador,1,46.59999847,40.70000076,52.5
2016,IBD,Incidence,Newfoundland and Labrador,1,47.5,40.29999924,54.79999924
2017,IBD,Incidence,Newfoundland and Labrador,1,48.29999924,40.40000153,56.20000076
2018,IBD,Incidence,Newfoundland and Labrador,1,49,40.5,57.40000153
2019,IBD,Incidence,Newfoundland and Labrador,1,49.70000076,40.70000076,58.70000076
2020,IBD,Incidence,Newfoundland and Labrador,1,50.40000153,40.90000153,60
2021,IBD,Incidence,Newfoundland and Labrador,1,51.09999847,41.09999847,61.20000076
2022,IBD,Incidence,Newfoundland and Labrador,1,51.90000153,41.20000076,62.5
2023,IBD,Incidence,Newfoundland and Labrador,1,52.59999847,41.40000153,63.70000076
2024,IBD,Incidence,Newfoundland and Labrador,1,53.29999924,41.59999847,65
2025,IBD,Incidence,Newfoundland and Labrador,1,54,41.79999924,66.30000305
2026,IBD,Incidence,Newfoundland and Labrador,1,54.70000076,41.90000153,67.5
2027,IBD,Incidence,Newfoundland and Labrador,1,55.5,42.09999847,68.80000305
2028,IBD,Incidence,Newfoundland and Labrador,1,56.20000076,42.29999924,70.09999847
2029,IBD,Incidence,Newfoundland and Labrador,1,56.90000153,42.5,71.30000305
2030,IBD,Incidence,Newfoundland and Labrador,1,57.59999847,42.59999847,72.59999847
2031,IBD,Incidence,Newfoundland and Labrador,1,58.29999924,42.79999924,73.90000153
2032,IBD,Incidence,Newfoundland and Labrador,1,59.09999847,43,75.09999847
2033,IBD,Incidence,Newfoundland and Labrador,1,59.79999924,43.09999847,76.40000153
2034,IBD,Incidence,Newfoundland and Labrador,1,60.5,43.29999924,77.69999695
2035,IBD,Incidence,Newfoundland and Labrador,1,61.20000076,43.5,79
2007,IBD,Incidence,Alberta,0,38.40000153,36.29999924,40.40000153
2008,IBD,Incidence,Alberta,0,38,36,40
2009,IBD,Incidence,Alberta,0,36,34.09999847,38
2010,IBD,Incidence,Alberta,0,35.29999924,33.40000153,37.20000076
2011,IBD,Incidence,Alberta,0,35.90000153,34,37.79999924
2012,IBD,Incidence,Alberta,0,33.29999924,31.5,35.09999847
2013,IBD,Incidence,Alberta,0,34.79999924,32.90000153,36.59999847
2014,IBD,Incidence,Alberta,0,38.20000076,36.29999924,40.09999847
2015,IBD,Incidence,Alberta,0,35.70000076,33.90000153,37.5
2016,IBD,Incidence,Alberta,0,36.90000153,35.09999847,38.79999924
2017,IBD,Incidence,Alberta,0,33.70000076,31.89999962,35.40000153
2018,IBD,Incidence,Alberta,0,34.20000076,32.40000153,35.90000153
2019,IBD,Incidence,Alberta,1,34.29999924,31.79999924,36.79999924
2020,IBD,Incidence,Alberta,1,34,31.20000076,36.90000153
2021,IBD,Incidence,Alberta,1,33.79999924,30.5,37.09999847
2022,IBD,Incidence,Alberta,1,33.59999847,29.89999962,37.20000076
2023,IBD,Incidence,Alberta,1,33.29999924,29.29999924,37.29999924
2024,IBD,Incidence,Alberta,1,33.09999847,28.70000076,37.40000153
2025,IBD,Incidence,Alberta,1,32.79999924,28.10000038,37.59999847
2026,IBD,Incidence,Alberta,1,32.59999847,27.5,37.70000076
2027,IBD,Incidence,Alberta,1,32.29999924,26.79999924,37.90000153
2028,IBD,Incidence,Alberta,1,32.09999847,26.20000076,38
2029,IBD,Incidence,Alberta,1,31.89999962,25.60000038,38.09999847
2030,IBD,Incidence,Alberta,1,31.60000038,25,38.29999924
2031,IBD,Incidence,Alberta,1,31.39999962,24.39999962,38.40000153
2032,IBD,Incidence,Alberta,1,31.10000038,23.70000076,38.5
2033,IBD,Incidence,Alberta,1,30.89999962,23.10000038,38.70000076
2034,IBD,Incidence,Alberta,1,30.70000076,22.5,38.79999924
2035,IBD,Incidence,Alberta,1,30.39999962,21.89999962,38.90000153
1999,IBD,Incidence,British Columbia,0,29.60000038,27.89999962,31.29999924
2000,IBD,Incidence,British Columbia,0,28.89999962,27.20000076,30.60000038
2001,IBD,Incidence,British Columbia,0,31,29.29999924,32.70000076
2002,IBD,Incidence,British Columbia,0,27.79999924,26.20000076,29.39999962
2003,IBD,Incidence,British Columbia,0,28.29999924,26.70000076,29.89999962
2004,IBD,Incidence,British Columbia,0,29.10000038,27.5,30.70000076
2005,IBD,Incidence,British Columbia,0,29,27.29999924,30.60000038
2006,IBD,Incidence,British Columbia,0,29.79999924,28.10000038,31.39999962
2007,IBD,Incidence,British Columbia,0,29.29999924,27.70000076,31
2008,IBD,Incidence,British Columbia,0,30.20000076,28.5,31.79999924
2009,IBD,Incidence,British Columbia,0,31.60000038,29.89999962,33.29999924
2010,IBD,Incidence,British Columbia,0,33.40000153,31.70000076,35.09999847
2011,IBD,Incidence,British Columbia,0,34.5,32.79999924,36.20000076
2012,IBD,Incidence,British Columbia,0,31,29.39999962,32.59999847
2013,IBD,Incidence,British Columbia,0,31.20000076,29.60000038,32.79999924
2014,IBD,Incidence,British Columbia,0,31.29999924,29.70000076,32.90000153
2015,IBD,Incidence,British Columbia,0,32.40000153,30.79999924,34
2016,IBD,Incidence,British Columbia,0,34.70000076,33,36.40000153
2017,IBD,Incidence,British Columbia,0,32.59999847,31,34.20000076
2018,IBD,Incidence,British Columbia,0,34.40000153,32.79999924,36
2019,IBD,Incidence,British Columbia,0,31.89999962,30.39999962,33.5
2020,IBD,Incidence,British Columbia,1,33.79999924,32.5,35.20000076
2021,IBD,Incidence,British Columbia,1,34.09999847,32.59999847,35.59999847
2022,IBD,Incidence,British Columbia,1,34.40000153,32.79999924,35.90000153
2023,IBD,Incidence,British Columbia,1,34.59999847,32.90000153,36.29999924
2024,IBD,Incidence,British Columbia,1,34.90000153,33.09999847,36.59999847
2025,IBD,Incidence,British Columbia,1,35.09999847,33.20000076,37
2026,IBD,Incidence,British Columbia,1,35.40000153,33.40000153,37.29999924
2027,IBD,Incidence,British Columbia,1,35.59999847,33.5,37.70000076
2028,IBD,Incidence,British Columbia,1,35.90000153,33.70000076,38.09999847
2029,IBD,Incidence,British Columbia,1,36.09999847,33.79999924,38.40000153
2030,IBD,Incidence,British Columbia,1,36.40000153,34,38.79999924
2031,IBD,Incidence,British Columbia,1,36.59999847,34.09999847,39.09999847
2032,IBD,Incidence,British Columbia,1,36.90000153,34.29999924,39.5
2033,IBD,Incidence,British Columbia,1,37.09999847,34.40000153,39.79999924
2034,IBD,Incidence,British Columbia,1,37.40000153,34.59999847,40.20000076
2035,IBD,Incidence,British Columbia,1,37.70000076,34.70000076,40.59999847
1998,IBD,Incidence,Saskatchewan,0,43.90000153,39.90000153,48
1999,IBD,Incidence,Saskatchewan,0,41,37.09999847,45
2000,IBD,Incidence,Saskatchewan,0,38.90000153,35,42.70000076
2001,IBD,Incidence,Saskatchewan,0,38.40000153,34.5,42.20000076
2002,IBD,Incidence,Saskatchewan,0,33.70000076,30.10000038,37.40000153
2003,IBD,Incidence,Saskatchewan,0,34.09999847,30.5,37.70000076
2004,IBD,Incidence,Saskatchewan,0,33.20000076,29.60000038,36.79999924
2005,IBD,Incidence,Saskatchewan,0,30.20000076,26.70000076,33.59999847
2006,IBD,Incidence,Saskatchewan,0,25.70000076,22.5,28.89999962
2007,IBD,Incidence,Saskatchewan,0,26,22.79999924,29.20000076
2008,IBD,Incidence,Saskatchewan,0,30.60000038,27.20000076,34
2009,IBD,Incidence,Saskatchewan,0,24.10000038,21.10000038,27.10000038
2010,IBD,Incidence,Saskatchewan,0,26.5,23.39999962,29.70000076
2011,IBD,Incidence,Saskatchewan,0,29.20000076,25.89999962,32.40000153
2012,IBD,Incidence,Saskatchewan,0,26.89999962,23.79999924,30
2013,IBD,Incidence,Saskatchewan,0,26.5,23.39999962,29.5
2014,IBD,Incidence,Saskatchewan,0,31.79999924,28.5,35.20000076
2015,IBD,Incidence,Saskatchewan,0,25,22.10000038,28
2016,IBD,Incidence,Saskatchewan,0,25,22.10000038,27.89999962
2017,IBD,Incidence,Saskatchewan,0,21.70000076,19,24.39999962
2018,IBD,Incidence,Saskatchewan,0,20.79999924,18.20000076,23.39999962
2019,IBD,Incidence,Saskatchewan,1,19.89999962,17.20000076,22.5
2020,IBD,Incidence,Saskatchewan,1,18.89999962,14.80000019,23
2021,IBD,Incidence,Saskatchewan,1,18,13,23
2022,IBD,Incidence,Saskatchewan,1,17,11.5,22.60000038
2023,IBD,Incidence,Saskatchewan,1,16.10000038,10,22.10000038
2024,IBD,Incidence,Saskatchewan,1,15.10000038,8.699999809,21.60000038
2025,IBD,Incidence,Saskatchewan,1,14.19999981,7.300000191,21.10000038
2026,IBD,Incidence,Saskatchewan,1,13.30000019,6,20.5
2027,IBD,Incidence,Saskatchewan,1,12.30000019,4.699999809,19.89999962
2028,IBD,Incidence,Saskatchewan,1,11.39999962,3.299999952,19.39999962
2029,IBD,Incidence,Saskatchewan,1,10.39999962,2,18.79999924
2030,IBD,Incidence,Saskatchewan,1,9.5,0.699999988,18.20000076
2031,IBD,Incidence,Saskatchewan,1,8.5,0,17.70000076
2032,IBD,Incidence,Saskatchewan,1,7.599999905,0,17.10000038
2033,IBD,Incidence,Saskatchewan,1,6.599999905,0,16.60000038
2034,IBD,Incidence,Saskatchewan,1,5.699999809,0,16
2035,IBD,Incidence,Saskatchewan,1,4.699999809,0,15.39999962
1987,IBD,Incidence,Manitoba,0,33.09999847,29.70000076,36.5
1988,IBD,Incidence,Manitoba,0,31.79999924,28.39999962,35.09999847
1989,IBD,Incidence,Manitoba,0,31.39999962,28.10000038,34.79999924
1990,IBD,Incidence,Manitoba,0,32.70000076,29.29999924,36.09999847
1991,IBD,Incidence,Manitoba,0,29.39999962,26.20000076,32.59999847
1992,IBD,Incidence,Manitoba,0,28.5,25.39999962,31.70000076
1993,IBD,Incidence,Manitoba,0,34.29999924,30.89999962,37.79999924
1994,IBD,Incidence,Manitoba,0,29,25.89999962,32.20000076
1995,IBD,Incidence,Manitoba,0,28.70000076,25.60000038,31.79999924
1996,IBD,Incidence,Manitoba,0,28.79999924,25.60000038,31.89999962
1997,IBD,Incidence,Manitoba,0,31.29999924,28.10000038,34.59999847
1998,IBD,Incidence,Manitoba,0,31.29999924,28,34.5
1999,IBD,Incidence,Manitoba,0,30.60000038,27.39999962,33.90000153
2000,IBD,Incidence,Manitoba,0,31.60000038,28.29999924,34.79999924
2001,IBD,Incidence,Manitoba,0,30.79999924,27.60000038,34
2002,IBD,Incidence,Manitoba,0,29.39999962,26.29999924,32.5
2003,IBD,Incidence,Manitoba,0,27.29999924,24.29999924,30.29999924
2004,IBD,Incidence,Manitoba,0,27.39999962,24.39999962,30.39999962
2005,IBD,Incidence,Manitoba,0,28.29999924,25.29999924,31.39999962
2006,IBD,Incidence,Manitoba,0,27.20000076,24.20000076,30.10000038
2007,IBD,Incidence,Manitoba,0,27.70000076,24.79999924,30.70000076
2008,IBD,Incidence,Manitoba,0,26.29999924,23.39999962,29.20000076
2009,IBD,Incidence,Manitoba,0,29.10000038,26.10000038,32.20000076
2010,IBD,Incidence,Manitoba,0,29.29999924,26.29999924,32.40000153
2011,IBD,Incidence,Manitoba,0,26.10000038,23.20000076,29
2012,IBD,Incidence,Manitoba,0,26.10000038,23.29999924,29
2013,IBD,Incidence,Manitoba,0,25,22.20000076,27.70000076
2014,IBD,Incidence,Manitoba,0,26.39999962,23.60000038,29.20000076
2015,IBD,Incidence,Manitoba,1,26,24.39999962,27.60000038
2016,IBD,Incidence,Manitoba,1,25.79999924,24,27.60000038
2017,IBD,Incidence,Manitoba,1,25.60000038,23.70000076,27.5
2018,IBD,Incidence,Manitoba,1,25.39999962,23.39999962,27.29999924
2019,IBD,Incidence,Manitoba,1,25.10000038,23.10000038,27.20000076
2020,IBD,Incidence,Manitoba,1,24.89999962,22.70000076,27.10000038
2021,IBD,Incidence,Manitoba,1,24.70000076,22.39999962,27
2022,IBD,Incidence,Manitoba,1,24.5,22.10000038,26.79999924
2023,IBD,Incidence,Manitoba,1,24.20000076,21.79999924,26.70000076
2024,IBD,Incidence,Manitoba,1,24,21.5,26.60000038
2025,IBD,Incidence,Manitoba,1,23.79999924,21.10000038,26.5
2026,IBD,Incidence,Manitoba,1,23.60000038,20.79999924,26.29999924
2027,IBD,Incidence,Manitoba,1,23.29999924,20.5,26.20000076
2028,IBD,Incidence,Manitoba,1,23.10000038,20.20000076,26.10000038
2029,IBD,Incidence,Manitoba,1,22.89999962,19.89999962,25.89999962
2030,IBD,Incidence,Manitoba,1,22.70000076,19.5,25.79999924
2031,IBD,Incidence,Manitoba,1,22.5,19.20000076,25.70000076
2032,IBD,Incidence,Manitoba,1,22.20000076,18.89999962,25.60000038
2033,IBD,Incidence,Manitoba,1,22,18.60000038,25.39999962
2034,IBD,Incidence,Manitoba,1,21.79999924,18.29999924,25.29999924
2035,IBD,Incidence,Manitoba,1,21.60000038,17.89999962,25.20000076
2002,IBD,Incidence,Quebec,0,20.39999962,19.39999962,21.39999962
2003,IBD,Incidence,Quebec,0,20.10000038,19.10000038,21.10000038
2004,IBD,Incidence,Quebec,0,19.39999962,18.39999962,20.39999962
2005,IBD,Incidence,Quebec,0,19.20000076,18.20000076,20.20000076
2006,IBD,Incidence,Quebec,0,20.20000076,19.20000076,21.20000076
2007,IBD,Incidence,Quebec,0,18.70000076,17.79999924,19.70000076
2008,IBD,Incidence,Quebec,0,19.70000076,18.70000076,20.70000076
2009,IBD,Incidence,Quebec,0,19.5,18.60000038,20.5
2010,IBD,Incidence,Quebec,0,19.70000076,18.70000076,20.70000076
2011,IBD,Incidence,Quebec,0,20.5,19.5,21.5
2012,IBD,Incidence,Quebec,0,20.39999962,19.39999962,21.29999924
2013,IBD,Incidence,Quebec,0,21.5,20.5,22.5
2014,IBD,Incidence,Quebec,0,21.89999962,20.89999962,22.89999962
2015,IBD,Incidence,Quebec,1,21,20.20000076,21.79999924
2016,IBD,Incidence,Quebec,1,21.10000038,20.20000076,22
2017,IBD,Incidence,Quebec,1,21.29999924,20.29999924,22.29999924
2018,IBD,Incidence,Quebec,1,21.39999962,20.29999924,22.5
2019,IBD,Incidence,Quebec,1,21.5,20.29999924,22.70000076
2020,IBD,Incidence,Quebec,1,21.60000038,20.39999962,22.89999962
2021,IBD,Incidence,Quebec,1,21.79999924,20.39999962,23.10000038
2022,IBD,Incidence,Quebec,1,21.89999962,20.39999962,23.39999962
2023,IBD,Incidence,Quebec,1,22,20.5,23.60000038
2024,IBD,Incidence,Quebec,1,22.20000076,20.5,23.79999924
2025,IBD,Incidence,Quebec,1,22.29999924,20.5,24.10000038
2026,IBD,Incidence,Quebec,1,22.39999962,20.60000038,24.29999924
2027,IBD,Incidence,Quebec,1,22.5,20.60000038,24.5
2028,IBD,Incidence,Quebec,1,22.70000076,20.60000038,24.70000076
2029,IBD,Incidence,Quebec,1,22.79999924,20.60000038,25
2030,IBD,Incidence,Quebec,1,22.89999962,20.70000076,25.20000076
2031,IBD,Incidence,Quebec,1,23.10000038,20.70000076,25.39999962
2032,IBD,Incidence,Quebec,1,23.20000076,20.70000076,25.70000076
2033,IBD,Incidence,Quebec,1,23.29999924,20.79999924,25.89999962
2034,IBD,Incidence,Quebec,1,23.39999962,20.79999924,26.10000038
2035,IBD,Incidence,Quebec,1,23.60000038,20.79999924,26.29999924
2001,IBD,Incidence,Nova Scotia,0,63.59999847,58.5,68.80000305
2002,IBD,Incidence,Nova Scotia,0,58.59999847,53.70000076,63.5
2003,IBD,Incidence,Nova Scotia,0,57.5,52.59999847,62.29999924
2004,IBD,Incidence,Nova Scotia,0,51.90000153,47.20000076,56.5
2005,IBD,Incidence,Nova Scotia,0,53.20000076,48.5,57.90000153
2006,IBD,Incidence,Nova Scotia,0,51.29999924,46.70000076,55.90000153
2007,IBD,Incidence,Nova Scotia,0,50.59999847,46,55.09999847
2008,IBD,Incidence,Nova Scotia,0,50.5,45.90000153,55
2009,IBD,Incidence,Nova Scotia,0,48,43.59999847,52.5
2010,IBD,Incidence,Nova Scotia,0,48.29999924,43.79999924,52.70000076
2011,IBD,Incidence,Nova Scotia,0,47.70000076,43.29999924,52.09999847
2012,IBD,Incidence,Nova Scotia,0,46.70000076,42.29999924,51.09999847
2013,IBD,Incidence,Nova Scotia,0,44.29999924,40.09999847,48.59999847
2014,IBD,Incidence,Nova Scotia,0,41.59999847,37.5,45.79999924
2015,IBD,Incidence,Nova Scotia,0,47.29999924,42.90000153,51.70000076
2016,IBD,Incidence,Nova Scotia,0,38.79999924,34.79999924,42.79999924
2017,IBD,Incidence,Nova Scotia,0,41.29999924,37.20000076,45.40000153
2018,IBD,Incidence,Nova Scotia,0,41.29999924,37.20000076,45.29999924
2019,IBD,Incidence,Nova Scotia,1,37.79999924,35.59999847,39.90000153
2020,IBD,Incidence,Nova Scotia,1,37.09999847,35.20000076,39
2021,IBD,Incidence,Nova Scotia,1,35.90000153,33.70000076,38
2022,IBD,Incidence,Nova Scotia,1,34.70000076,32.5,37
2023,IBD,Incidence,Nova Scotia,1,33.59999847,31.20000076,36
2024,IBD,Incidence,Nova Scotia,1,32.5,29.89999962,35
2025,IBD,Incidence,Nova Scotia,1,31.29999924,28.60000038,34
2026,IBD,Incidence,Nova Scotia,1,30.20000076,27.29999924,33
2027,IBD,Incidence,Nova Scotia,1,29,26,32.09999847
2028,IBD,Incidence,Nova Scotia,1,27.89999962,24.70000076,31.10000038
2029,IBD,Incidence,Nova Scotia,1,26.79999924,23.39999962,30.10000038
2030,IBD,Incidence,Nova Scotia,1,25.60000038,22.10000038,29.10000038
2031,IBD,Incidence,Nova Scotia,1,24.5,20.89999962,28.10000038
2032,IBD,Incidence,Nova Scotia,1,23.39999962,19.60000038,27.10000038
2033,IBD,Incidence,Nova Scotia,1,22.20000076,18.29999924,26.20000076
2034,IBD,Incidence,Nova Scotia,1,21.10000038,17,25.20000076
2035,IBD,Incidence,Nova Scotia,1,19.89999962,15.69999981,24.20000076
1999,IBD,Incidence,Ontario,0,24.60000038,23.70000076,25.5
2000,IBD,Incidence,Ontario,0,24.70000076,23.79999924,25.60000038
2001,IBD,Incidence,Ontario,0,24.29999924,23.39999962,25.20000076
2002,IBD,Incidence,Ontario,0,23.70000076,22.79999924,24.60000038
2003,IBD,Incidence,Ontario,0,24.10000038,23.29999924,25
2004,IBD,Incidence,Ontario,0,24.39999962,23.5,25.29999924
2005,IBD,Incidence,Ontario,0,26.79999924,25.89999962,27.70000076
2006,IBD,Incidence,Ontario,0,26.20000076,25.29999924,27.10000038
2007,IBD,Incidence,Ontario,0,27.29999924,26.39999962,28.20000076
2008,IBD,Incidence,Ontario,0,29.10000038,28.20000076,30
2009,IBD,Incidence,Ontario,0,29.5,28.60000038,30.5
2010,IBD,Incidence,Ontario,0,28.20000076,27.29999924,29.20000076
2011,IBD,Incidence,Ontario,0,29.5,28.60000038,30.39999962
2012,IBD,Incidence,Ontario,0,28.89999962,28,29.79999924
2013,IBD,Incidence,Ontario,0,30,29.10000038,30.89999962
2014,IBD,Incidence,Ontario,0,28.60000038,27.70000076,29.5
2015,IBD,Incidence,Ontario,0,28.10000038,27.20000076,29
2016,IBD,Incidence,Ontario,0,25.89999962,25,26.70000076
2017,IBD,Incidence,Ontario,1,26.5,25.39999962,27.60000038
2018,IBD,Incidence,Ontario,1,26.60000038,24.70000076,28.60000038
2019,IBD,Incidence,Ontario,1,27.29999924,24.29999924,30.29999924
2020,IBD,Incidence,Ontario,1,27.79999924,24,31.60000038
2021,IBD,Incidence,Ontario,1,28.20000076,23.70000076,32.70000076
2022,IBD,Incidence,Ontario,1,28.5,23.39999962,33.70000076
2023,IBD,Incidence,Ontario,1,28.79999924,23,34.59999847
2024,IBD,Incidence,Ontario,1,29.10000038,22.70000076,35.40000153
2025,IBD,Incidence,Ontario,1,29.29999924,22.39999962,36.20000076
2026,IBD,Incidence,Ontario,1,29.5,22,36.90000153
2027,IBD,Incidence,Ontario,1,29.70000076,21.70000076,37.59999847
2028,IBD,Incidence,Ontario,1,29.89999962,21.39999962,38.29999924
2029,IBD,Incidence,Ontario,1,30,21,39
2030,IBD,Incidence,Ontario,1,30.20000076,20.70000076,39.70000076
2031,IBD,Incidence,Ontario,1,30.39999962,20.29999924,40.40000153
2032,IBD,Incidence,Ontario,1,30.60000038,20,41.09999847
2033,IBD,Incidence,Ontario,1,30.70000076,19.60000038,41.79999924
2034,IBD,Incidence,Ontario,1,30.89999962,19.29999924,42.5
2035,IBD,Incidence,Ontario,1,31.10000038,18.89999962,43.20000076
2000,CD,Incidence,Newfoundland and Labrador,0,26,21.70000076,30.39999962
2001,CD,Incidence,Newfoundland and Labrador,0,23,18.89999962,27.10000038
2002,CD,Incidence,Newfoundland and Labrador,0,16.79999924,13.30000019,20.29999924
2003,CD,Incidence,Newfoundland and Labrador,0,20.10000038,16.20000076,24
2004,CD,Incidence,Newfoundland and Labrador,0,25.60000038,21.29999924,30
2005,CD,Incidence,Newfoundland and Labrador,0,24.29999924,20,28.5
2006,CD,Incidence,Newfoundland and Labrador,0,27.79999924,23.20000076,32.29999924
2007,CD,Incidence,Newfoundland and Labrador,0,25.20000076,20.89999962,29.60000038
2008,CD,Incidence,Newfoundland and Labrador,0,24.60000038,20.29999924,28.89999962
2009,CD,Incidence,Newfoundland and Labrador,0,23.29999924,19.10000038,27.39999962
2010,CD,Incidence,Newfoundland and Labrador,0,24.39999962,20.20000076,28.70000076
2011,CD,Incidence,Newfoundland and Labrador,0,26.60000038,22.20000076,31.10000038
2012,CD,Incidence,Newfoundland and Labrador,0,26.29999924,22,30.70000076
2013,CD,Incidence,Newfoundland and Labrador,0,29.5,24.79999924,34.09999847
2014,CD,Incidence,Newfoundland and Labrador,0,25.5,21.20000076,29.79999924
2015,CD,Incidence,Newfoundland and Labrador,1,27.5,23.29999924,31.70000076
2016,CD,Incidence,Newfoundland and Labrador,1,27.79999924,23.29999924,32.40000153
2017,CD,Incidence,Newfoundland and Labrador,1,28.20000076,23.29999924,33.09999847
2018,CD,Incidence,Newfoundland and Labrador,1,28.60000038,23.29999924,33.79999924
2019,CD,Incidence,Newfoundland and Labrador,1,28.89999962,23.29999924,34.59999847
2020,CD,Incidence,Newfoundland and Labrador,1,29.29999924,23.29999924,35.29999924
2021,CD,Incidence,Newfoundland and Labrador,1,29.60000038,23.29999924,36
2022,CD,Incidence,Newfoundland and Labrador,1,30,23.29999924,36.70000076
2023,CD,Incidence,Newfoundland and Labrador,1,30.39999962,23.29999924,37.5
2024,CD,Incidence,Newfoundland and Labrador,1,30.70000076,23.20000076,38.20000076
2025,CD,Incidence,Newfoundland and Labrador,1,31.10000038,23.20000076,38.90000153
2026,CD,Incidence,Newfoundland and Labrador,1,31.39999962,23.20000076,39.70000076
2027,CD,Incidence,Newfoundland and Labrador,1,31.79999924,23.20000076,40.40000153
2028,CD,Incidence,Newfoundland and Labrador,1,32.20000076,23.20000076,41.09999847
2029,CD,Incidence,Newfoundland and Labrador,1,32.5,23.20000076,41.90000153
2030,CD,Incidence,Newfoundland and Labrador,1,32.90000153,23.20000076,42.59999847
2031,CD,Incidence,Newfoundland and Labrador,1,33.20000076,23.20000076,43.29999924
2032,CD,Incidence,Newfoundland and Labrador,1,33.59999847,23.10000038,44.09999847
2033,CD,Incidence,Newfoundland and Labrador,1,34,23.10000038,44.79999924
2034,CD,Incidence,Newfoundland and Labrador,1,34.29999924,23.10000038,45.5
2035,CD,Incidence,Newfoundland and Labrador,1,34.70000076,23.10000038,46.29999924
2007,CD,Incidence,Alberta,0,18.60000038,17.20000076,20.10000038
2008,CD,Incidence,Alberta,0,17.60000038,16.20000076,19
2009,CD,Incidence,Alberta,0,16,14.69999981,17.29999924
2010,CD,Incidence,Alberta,0,14.60000038,13.39999962,15.80000019
2011,CD,Incidence,Alberta,0,17,15.69999981,18.29999924
2012,CD,Incidence,Alberta,0,14.39999962,13.30000019,15.60000038
2013,CD,Incidence,Alberta,0,14.39999962,13.19999981,15.60000038
2014,CD,Incidence,Alberta,0,16.29999924,15,17.5
2015,CD,Incidence,Alberta,0,14.69999981,13.5,15.89999962
2016,CD,Incidence,Alberta,0,14.39999962,13.30000019,15.60000038
2017,CD,Incidence,Alberta,0,13.80000019,12.60000038,14.89999962
2018,CD,Incidence,Alberta,0,13.80000019,12.60000038,14.89999962
2019,CD,Incidence,Alberta,1,13.19999981,11,15.30000019
2020,CD,Incidence,Alberta,1,12.80000019,10.39999962,15.19999981
2021,CD,Incidence,Alberta,1,12.5,9.800000191,15.10000038
2022,CD,Incidence,Alberta,1,12.10000038,9.199999809,15
2023,CD,Incidence,Alberta,1,11.80000019,8.600000382,14.89999962
2024,CD,Incidence,Alberta,1,11.39999962,8,14.80000019
2025,CD,Incidence,Alberta,1,11.10000038,7.400000095,14.69999981
2026,CD,Incidence,Alberta,1,10.69999981,6.800000191,14.60000038
2027,CD,Incidence,Alberta,1,10.30000019,6.199999809,14.5
2028,CD,Incidence,Alberta,1,10,5.599999905,14.39999962
2029,CD,Incidence,Alberta,1,9.600000382,5,14.30000019
2030,CD,Incidence,Alberta,1,9.300000191,4.400000095,14.19999981
2031,CD,Incidence,Alberta,1,8.899999619,3.799999952,14.10000038
2032,CD,Incidence,Alberta,1,8.600000382,3.200000048,14
2033,CD,Incidence,Alberta,1,8.199999809,2.599999905,13.89999962
2034,CD,Incidence,Alberta,1,7.900000095,2,13.80000019
2035,CD,Incidence,Alberta,1,7.5,1.399999976,13.69999981
1999,CD,Incidence,British Columbia,0,11.89999962,10.80000019,13
2000,CD,Incidence,British Columbia,0,12.80000019,11.69999981,13.89999962
2001,CD,Incidence,British Columbia,0,14,12.89999962,15.19999981
2002,CD,Incidence,British Columbia,0,12,11,13.10000038
2003,CD,Incidence,British Columbia,0,11.80000019,10.69999981,12.80000019
2004,CD,Incidence,British Columbia,0,11.80000019,10.69999981,12.80000019
2005,CD,Incidence,British Columbia,0,12.60000038,11.5,13.60000038
2006,CD,Incidence,British Columbia,0,13.10000038,12,14.19999981
2007,CD,Incidence,British Columbia,0,12.89999962,11.80000019,14
2008,CD,Incidence,British Columbia,0,12.80000019,11.69999981,13.80000019
2009,CD,Incidence,British Columbia,0,13.19999981,12.19999981,14.30000019
2010,CD,Incidence,British Columbia,0,13.19999981,12.10000038,14.19999981
2011,CD,Incidence,British Columbia,0,14.60000038,13.5,15.69999981
2012,CD,Incidence,British Columbia,0,12.60000038,11.60000038,13.69999981
2013,CD,Incidence,British Columbia,0,12.5,11.5,13.5
2014,CD,Incidence,British Columbia,0,12.60000038,11.60000038,13.60000038
