index,country,name,hosp_type,disease_type,year_rate,rate,AAPC,direction,popup,appendixF_popup
43,Scotland,Scotland,all,IBD,2003,24.73,,,"<p style=""""font-size: 125%"""">In 2003, the secondary discharge rate for IBD was estimated at 24.73/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2010/01000/Temporal_changes_in_the_age_distribution_of.14.aspx' target='_blank'>Sonnenberg 2010a</a>).</p>",
43,Scotland,Scotland,all,CD,2003,9.93,,,"<p style=""""font-size: 125%"""">In 2003, the secondary discharge rate for CD was estimated at 9.93/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2010/01000/Temporal_changes_in_the_age_distribution_of.14.aspx' target='_blank'>Sonnenberg 2010a</a>).</p>",
43,Scotland,Scotland,all,UC,2003,14.81,,,"<p style=""""font-size: 125%"""">In 2003, the secondary discharge rate for UC was estimated at 14.81/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2010/01000/Temporal_changes_in_the_age_distribution_of.14.aspx' target='_blank'>Sonnenberg 2010a</a>).</p>",
44,Slovakia,Slovakia,prim,IBD,2015,25.6,0.31,stable,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for primary discharges spanning 2000–2015. In 2015, the hospitalization rate for IBD was 25.6/100,000, which had not significantly changed from 20.2/100,000 in 2000 (AAPC: 0.31; 95% CI: -0.80, 1.44).</p>",
45,Slovenia,Slovenia,prim,IBD,2015,41.7,1.85,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for primary discharges spanning 2000–2015. In 2015, the hospitalization rate for IBD was 41.7/100,000, which had significantly increased from 29.0/100,000 in 2000 (AAPC: 1.85; 95% CI: 1.18, 2.52).</p>",
46,South Korea,South Korea,not,IBD,2015,19.5,6.71,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for unspecified discharge types spanning 2002–2015 [data available from 1996–2014]. In 2015, the hospitalization rate for IBD was 19.5/100,000, which had significantly increased from 8.2/100,000 in 2002 (AAPC: 6.71; 95% CI: 5.99, 7.44)</p>",
48,Spain,Catalonia,prim,CD,2017,14.83,5.34,increase,"<p style=""""font-size: 125%""""><a href='https://www.mdpi.com/2077-0383/9/9/2896' target='_blank'>Brunet 2020</a> provides CD hospitalization rates for Catalonia spanning 2011-2017. In 2017, the primary discharge rate was 14.83/100,000 which had significantly increased from 10.55/100,000 in 2011 (AAPC: 5.34; 95% CI 4.07, 6.62).</p>","<p style=""font-size: 125%""><a href='https://www.mdpi.com/2077-0383/9/9/2896' target='_blank'>Brunet 2020</a> provides CD hospitalization rates for Catalonia spanning 2011-2017. In 2017, the primary discharge rate was 7.22/100 CD patients which had significantly decreased from 9.27/100 CD patients in 2011 (AAPC: -4.38; 95% CI -5.50, -3.25). However, the all-cause discharge rate significantly increased between 2011 (27.28/100 CD patients) and 2017 (29.16/100 CD patients) (AAPC: 1.57; 95% CI: 0.55, 2.61).</p>"
48,Spain,Catalonia,all,CD,2017,59.92,11.9,increase,"<p style=""""font-size: 125%""""><a href='https://www.mdpi.com/2077-0383/9/9/2896' target='_blank'>Brunet 2020</a> provides CD hospitalization rates for Catalonia spanning 2011-2017. The all-cause discharge rate significantly incrased between 2011 (31.06/100,000) and 2017 (59.92/100,000) (AAPC: 11.90; 95% CI: 10.89, 12.93).</p>",
49,Spain,Spain,prim,IBD,2015,24,0.95,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for primary discharges spanning 2000–2015. In 2015, the hospitalization rate for IBD was 24.0/100,000, which had significantly increased from 17.1/100,000 in 2000 (AAPC: 0.95; 95% CI: 0.20, 1.71).</p>","<p style=""font-size: 125%"">Data on IBD hospitalizations come from <a href='https://pubmed.ncbi.nlm.nih.gov/22300112/' target='_blank'>Casellas-Jorda 2012</a>), which provides rates for all cause discharges spanning 2000�2008. In 2008, the hospitalization rate for IBD was 13.87/100 IBD patients, which had significantly decreased from 34.40/100 IBD patients in 2000 (AAPC: -8.77; 95% CI: -11.11, -6.36).</p>"
49,Spain,Spain,prim,CD,2012,13,0.58,stable,"<p style=""""font-size: 125%"""">Data on CD hospitalizations come from <a href='http://www.ghrnet.org/index.php/joghr/article/view/2136' target='_blank'>Gil-Prieto 2017</a>, which provides rates for primary discharges spanning 2000–2012. In 2012, the hospitalization rate for CD was 13.0/100,000, which was not significantly different from 12.5/100,000 in 2000 (AAPC: 0.58; 95% CI: -0.01, 1.16). Additionally, <a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a> reports a  CD primary diagnosis hospitalization rate estimate of 12.2/100,000 in 2000.</p>",
49,Spain,Spain,prim,UC,2012,3.6,0.06,stable,"<p style=""""font-size: 125%"""">Data on UC hospitalizations come from <a href='http://www.ghrnet.org/index.php/joghr/article/view/2136' target='_blank'>Gil-Prieto 2017</a>, which provides rates for primary discharges spanning 2000–2012. In 2012, the hospitalization rate for UC was 3.6/100,000, which was unchanged from 2000 (AAPC: 0.06; 95% CI: -0.70, 0.84). Additionally, <a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a> reports a  UC primary diagnosis hospitalization rate estimate of 7.5/100,000 in 2000.</p>",
49,Spain,Spain,all,IBD,2008,56.93,4.18,increase,"<p style=""""font-size: 125%""""><a href='https://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082012000100004&lng=en&nrm=iso&tlng=en' target='_blank'>Casellas-Jorda 2012</a> provides IBD hospitalization rates for secondary discharges spanning 2000–2008. In 2008, the hospitalization rate for IBD was 56.93/100,000, which had significantly increased from 48.99/100,000 in 2000 (AAPC: 4.18; 95% CI: 1.05, 7.41).</p>",
50,Sweden,Sweden,prim,CD,2000,23.3,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for CD; however, in 2000, the primary discharge rate for CD was estimated at 23.3/100,000 (<a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a>).</p>",
50,Sweden,Sweden,prim,UC,2000,22.4,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for UC; however, in 2000, the primary discharge rate for UC was estimated at 22.4/100,000 (<a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a>).</p>",
50,Sweden,Sweden,not,IBD,2015,43.7,-2.35,decrease,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for unspecified discharge types spanning 2000–2015. In 2015, the hospitalization rate for IBD was 43.7/100,000, which had significantly decreased from 67.5/100,000 in 2000 (AAPC: -2.35; 95% CI: -2.87, -1.84).</p>",
51,Switzerland,Switzerland,prim,IBD,2015,21.5,0.68,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for primary discharges spanning 2002–2016. In 2015, the hospitalization rate for IBD was 21.5/100,000, which had significantly increased from 19.3/100,000 in 2002 (AAPC: 0.68; 95% CI: 0.16, 1.21).</p>",
51,Switzerland,Switzerland,prim,CD,2000,13.1,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for CD; however, in 2000, the primary discharge rate for CD was estimated at 13.1/100,000 (<a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a>).</p>",
51,Switzerland,Switzerland,prim,UC,2000,8.4,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for UC; however, in 2000, the primary discharge rate for UC was estimated at 8.4/100,000 (<a href='https://academic.oup.com/ibdjournal/article/16/3/452/4628301?login=true' target='_blank'>Sonnenberg 2010</a>).</p>",
51,Switzerland,Switzerland,all,IBD,2014,29.67,,,"<p style=""""font-size: 125%""""><a href='https://journals.lww.com/eurojgh/Fulltext/2018/08000/Systematic_analysis_of_annual_health_resource.10.aspx' target='_blank'>Schoepfer et al. 2018</a>) estimate the all-cause discharge rate for IBD in 2014 to be 29.67/100,000, though insufficient data were available to conduct a temporal analysis.</p>",
51,Switzerland,Switzerland,all,CD,2014,17.5,,,"<p style=""""font-size: 125%"""">In 2014, the secondary discharge rate for CD was estimated at 17.5/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2018/08000/Systematic_analysis_of_annual_health_resource.10.aspx' target='_blank'>Schoepfer 2018</a>).</p>",
51,Switzerland,Switzerland,all,UC,2014,12.17,,,"<p style=""""font-size: 125%"""">In 2014, the secondary discharge rate for UC was estimated at 12.17/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2018/08000/Systematic_analysis_of_annual_health_resource.10.aspx' target='_blank'>Schoepfer 2018</a>).</p>",
52,Turkey,Turkey,not,IBD,2015,12.9,10.38,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for unspecified discharge types spanning 2011–2015. In 2015, the hospitalization rate for IBD was 12.9/100,000, which had significantly increased from 8.7/100,000 in 2011 (AAPC: 10.38; 95% CI: 7.80, 13.03).</p>",
53,Turkey,ANKARA,not,IBD,2010,2.44,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for IBD; however, in 2010, the hospitalization rate for unspecified discharge types was estimated at 2.44/100,000 in the Ankara region (<a href='https://pubmed.ncbi.nlm.nih.gov/30350524/' target='_blank'>Yuksel 2018</a>).</p>",
53,Turkey,ANKARA,not,CD,2010,1.53,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for CD; however, in 2010, the hospitalization rate for unspecified discharge types was estimated at 1.53/100,000 in the Ankara region (<a href='https://pubmed.ncbi.nlm.nih.gov/30350524/' target='_blank'>Yuksel 2018</a>).</p>",
53,Turkey,ANKARA,not,UC,2010,0.8,,,"<p style=""""font-size: 125%"""">Insufficient data were available to conduct a temporal analysis on hospitalization rates for UC; however, in 2010, the hospitalization rate for unspecified discharge types was estimated at 0.8/100,000 in the Ankara region (<a href='https://pubmed.ncbi.nlm.nih.gov/30350524/' target='_blank'>Yuksel 2018</a>).</p>",
54,United Kingdom,United Kingdom,not,IBD,2015,41.6,1.1,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from the OECD (<a href='https://www.sciencedirect.com/science/article/abs/pii/S2468125319300135?via%3Dihub' target='_blank'>King 2019</a>), which provides rates for unspecified discharge types spanning 2000–2015. In 2015, the hospitalization rate for IBD was 41.6/100,000, which had significantly increased from 34.6/100,000 in 2000 (AAPC: 1.10; 95% CI: 0.90, 1.29).</p>",
55,United States,United States,prim,IBD,2016,29.71,0.68,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from 19 studies using estimated national data and spanning 1998–2018. A subset of these studies provide enough data for temporal analysis. A recent study showed the primary discharge rate to increase significantly from 27.05/100,000 in 2005, to 29.71/100,000 in 2016 (AAPC: 0.68; 95% CI: 0.06, 1.31) (<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8011653/' target='_blank'>Ma 2020</a>).<br><br>

See also: <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href=""""https://dx.doi.org/10.1111/j.1572-0241.2008.02054.x"""" target=""""_blank"""">Ananthakrishnan 2008</a>, <a href=""""http://dx.doi.org/10.1007/s10620-010-1433-9"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1093/ecco-jcc/jjy062"""" target=""""_blank"""">Cohen-Mekelburg 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a  href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.5217/ir.2021.00046"""" target=""""_blank"""">Dahiya 2021</a>, <a href=""""https://dx.doi.org/10.1080/20016689.2021.1912924"""" target=""""_blank"""">Ding 2021</a></p>",
55,United States,United States,prim,CD,2018,17.3,-0.76,decrease,"<p style=""""font-size: 125%"""">Data on CD hospitalizations come from 29 studies using estimated national data and spanning 1990–2018. A subset of these studies provide enough data for temporal analysis. According to <a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8366929/' target='_blank'>Kichloo 2021</a>, in 2018, the CD hospitalization rate for primary discharges was 17.30/100,000, which had significantly decreased from 19.24/100,000 in 2008 (AAPC: -0.76; 95% CI: -1.23, -0.30).<br><br>

See also: <a href=""""https://dx.doi.org/10.1016/j.cgh.2007.01.015"""" target=""""_blank"""">Bewtra 2007</a>, <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href='https://link.springer.com/article/10.1007/s10620-009-0973-3' target='_blank'>Sonnenberg 2009</a>, <a href=""""https://dx.doi.org/10.1038/ajg.2009.581"""" target=""""_blank"""">Nguyen 2010</a>, <a href=""""http://dx.doi.org/10.1007/s11605-010-1396-3"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>,  <a href=""""http://dx.doi.org/10.1097/DCR.0000000000000236"""" target=""""_blank"""">Geltzeiler 2014</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href=""""https://dx.doi.org/10.1371/journal.pone.0161523"""" target=""""_blank"""">Stein 2016</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000963"""" target=""""_blank"""">Wadhwa 2016</a>, <a href=""""https://dx.doi.org/10.1016/j.cgh.2017.06.040"""" target=""""_blank"""">Limketkai 2017</a>, <a href="""""""" target=""""_blank"""">Malarcher 2017</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""https://dx.doi.org/10.20524/aog.2017.0168"""" target=""""_blank"""">Sharma 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.1007/s40258-018-0432-4"""" target=""""_blank"""">Xu 2019</a>, <a href=""""https://dx.doi.org/10.1053/j.gastro.2018.08.063"""" target=""""_blank"""">Peery 2019</a>, <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001458"""" target=""""_blank"""">Schwartz 2020</a></p>",
55,United States,United States,prim,UC,2018,10.87,-0.04,stable,"<p style=""""font-size: 125%"""">Data on UC hospitalizations come from 25 studies using estimated national data and spanning 1990–2018. A subset of these studies provide enough data for temporal analysis. According to <a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8366929/' target='_blank'>Kichloo 2021</a>, the UC hospitalization rate for primary discharges was 11.23/100,000 in 2008, which decreased non-significantly to 10.87/100,000 in 2018 (AAPC: -0.04; 95% CI: -0.52, 0.45).<br><br>

See also: <a href=""""https://dx.doi.org/10.1016/j.cgh.2007.01.015"""" target=""""_blank"""">Bewtra 2007</a>, <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href='https://link.springer.com/article/10.1007/s10620-009-0973-3' target='_blank'>Sonnenberg 2009</a>, <a href=""""http://dx.doi.org/10.1002/ibd.21225"""" target=""""_blank"""">Ananthakrishnan 2010</a>,  <a href=""""https://dx.doi.org/10.1038/ajg.2009.581"""" target=""""_blank"""">Nguyen 2010</a>, <a href=""""http://dx.doi.org/10.1007/s11605-010-1396-3"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>,  <a href=""""http://dx.doi.org/10.1097/DCR.0000000000000236"""" target=""""_blank"""">Geltzeiler 2014</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""http://dx.doi.org/10.1097/MIB.0000000000001041"""" target=""""_blank"""">Poojary 2017</a>, <a href=""""https://dx.doi.org/10.20524/aog.2017.0168"""" target=""""_blank"""">Sharma 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.1053/j.gastro.2018.08.063"""" target=""""_blank"""">Peery 2019</a>, <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001458"""" target=""""_blank"""">Schwartz 2020</a>, <a href=""""https://dx.doi.org/10.1007/s10620-020-06474-1"""" target=""""_blank"""">Olaiya 2021</a></p>",
55,United States,United States,all,IBD,2006,76.24,4.39,increase,"<p style=""""font-size: 125%"""">Data on IBD hospitalizations come from 19 studies using estimated national data and spanning 1998–2018. A subset of these studies provide enough data for temporal analysis. According to <a href='https://link.springer.com/article/10.1007/s10620-009-0973-3' target='_blank'>Sonnenberg 2009</a>, all cause hospitalization for IBD signifcantly increased from 59.47/100,000 in 2000, to 76.24/100,000 in 2006 (AAPC: 4.39; 95% CI: 3.48, 5.31).<br><br>

See also: <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href=""""https://dx.doi.org/10.1111/j.1572-0241.2008.02054.x"""" target=""""_blank"""">Ananthakrishnan 2008</a>, <a href=""""http://dx.doi.org/10.1007/s10620-010-1433-9"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1093/ecco-jcc/jjy062"""" target=""""_blank"""">Cohen-Mekelburg 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a  href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.5217/ir.2021.00046"""" target=""""_blank"""">Dahiya 2021</a>, <a href=""""https://dx.doi.org/10.1080/20016689.2021.1912924"""" target=""""_blank"""">Ding 2021</a></p>",
55,United States,United States,all,CD,2017,44.11,1.12,increase,"<p style=""""font-size: 125%"""">Data on CD hospitalizations come from 29 studies using estimated national data and spanning 1990–2018. A subset of these studies provide enough data for temporal analysis. <a href='https://link.springer.com/article/10.1007/s11605-020-04832-y' target='_blank'>Lowe et al. 2021</a> found that the hospitalization rate for all-cause discharges was 44.11/100,000 in 2017, which had significantly increased from 40.82/100,000 in 2010 (AAPC: 1.12; 95% CI: 0.93, 1.31).<br><br>

See also: <a href=""""https://dx.doi.org/10.1016/j.cgh.2007.01.015"""" target=""""_blank"""">Bewtra 2007</a>, <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href='https://link.springer.com/article/10.1007/s10620-009-0973-3' target='_blank'>Sonnenberg 2009</a>, <a href=""""https://dx.doi.org/10.1038/ajg.2009.581"""" target=""""_blank"""">Nguyen 2010</a>, <a href=""""http://dx.doi.org/10.1007/s11605-010-1396-3"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>,  <a href=""""http://dx.doi.org/10.1097/DCR.0000000000000236"""" target=""""_blank"""">Geltzeiler 2014</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href=""""https://dx.doi.org/10.1371/journal.pone.0161523"""" target=""""_blank"""">Stein 2016</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000963"""" target=""""_blank"""">Wadhwa 2016</a>, <a href=""""https://dx.doi.org/10.1016/j.cgh.2017.06.040"""" target=""""_blank"""">Limketkai 2017</a>, <a href="""""""" target=""""_blank"""">Malarcher 2017</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""https://dx.doi.org/10.20524/aog.2017.0168"""" target=""""_blank"""">Sharma 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.1007/s40258-018-0432-4"""" target=""""_blank"""">Xu 2019</a>, <a href=""""https://dx.doi.org/10.1053/j.gastro.2018.08.063"""" target=""""_blank"""">Peery 2019</a>, <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001458"""" target=""""_blank"""">Schwartz 2020</a></p>",
55,United States,United States,all,UC,2017,30.12,2.05,increase,"<p style=""""font-size: 125%"""">Data on UC hospitalizations come from 25 studies using estimated national data and spanning 1990–2018. A subset of these studies provide enough data for temporal analysis. <a href='https://link.springer.com/article/10.1007/s11605-020-04832-y' target='_blank'>Lowe 2021</a> found that the hospitalization rate for secondary discharges was 30.12/100,000 in 2017, which had significantly increased from 26.63/100,000 in 2010 (AAPC: 2.05; 95% CI: 1.69, 2.42).<br><br>

See also: <a href=""""https://dx.doi.org/10.1016/j.cgh.2007.01.015"""" target=""""_blank"""">Bewtra 2007</a>, <a href=""""http://dx.doi.org/10.1002/ibd.20250"""" target=""""_blank"""">Nguyen 2007</a>, <a href='https://link.springer.com/article/10.1007/s10620-009-0973-3' target='_blank'>Sonnenberg 2009</a>, <a href=""""http://dx.doi.org/10.1002/ibd.21225"""" target=""""_blank"""">Ananthakrishnan 2010</a>,  <a href=""""https://dx.doi.org/10.1038/ajg.2009.581"""" target=""""_blank"""">Nguyen 2010</a>, <a href=""""http://dx.doi.org/10.1007/s11605-010-1396-3"""" target=""""_blank"""">Ananthakrishnan 2011a</a>, <a href=""""https://dx.doi.org/10.1016/j.crohns.2011.01.011"""" target=""""_blank"""">Sridhar 2011</a>,  <a href=""""http://dx.doi.org/10.1097/DCR.0000000000000236"""" target=""""_blank"""">Geltzeiler 2014</a>, <a href=""""https://dx.doi.org/10.1097/MIB.0000000000000899"""" target=""""_blank"""">Barnes 2016</a>, <a href="""""""" target=""""_blank"""">Marchioni 2017</a>, <a href=""""http://dx.doi.org/10.1097/MIB.0000000000001041"""" target=""""_blank"""">Poojary 2017</a>, <a href=""""https://dx.doi.org/10.20524/aog.2017.0168"""" target=""""_blank"""">Sharma 2017</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izy086"""" target=""""_blank"""">Barber 2018</a>, <a href=""""https://dx.doi.org/10.1111/ijd.13932"""" target=""""_blank"""">Ramos-Rodriguez 2018</a>, <a href=""""https://dx.doi.org/10.1097/MEG.0000000000001185"""" target=""""_blank"""">Rezapour 2018</a>, <a href=""""https://dx.doi.org/10.1093/ibd/izz089"""" target=""""_blank"""">Dalal 2019</a>,  <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001204"""" target=""""_blank"""">Galoosian 2009</a>, <a href=""""https://dx.doi.org/10.1053/j.gastro.2018.08.063"""" target=""""_blank"""">Peery 2019</a>, <a href=""""https://dx.doi.org/10.1097/MCG.0000000000001458"""" target=""""_blank"""">Schwartz 2020</a>, <a href=""""https://dx.doi.org/10.1007/s10620-020-06474-1"""" target=""""_blank"""">Olaiya 2021</a></p>",
